floor,number,artist,title,museum,place,memo,rank
B2,559,ウィリアム・ターナー,戦艦テメレール,ナショナル・ギャラリー,ロンドン / イギリス,,A
B2,560,ウィリアム・ターナー,雨、蒸気、速力：グレート・ウェスタン鉄道,ナショナル・ギャラリー,ロンドン / イギリス,,A
B2,561,ジョン・コンスタブル,干し草車,ナショナル・ギャラリー,ロンドン / イギリス,,A
B2,562,ジョン・コンスタブル,麦畑,ナショナル・ギャラリー,ロンドン / イギリス,,
B2,563,ジョン・コンスタブル,フラットフォードの製粉所,テート・ブリテン,ロンドン / イギリス,,
B2,564,フレデリック=エドウィン・チャーチ,コトパクシ,デトロイト美術研究所,デトロイト / アメリカ,,
B2,565,トマス・コール,人生航路：青春期,ナショナル・ギャラリー,ワシントン / アメリカ,,
B2,1095,ヴィジェ＝ルブラン 2026年7月11日〜,バラを持つマリー・アントワネット,ヴェルサイユ宮殿美術館 ､ヴェルサイユ､フランス,,,
B2,497,ジャン・オノレ・フラゴナール,嵐,ルーヴル美術館,パリ / フランス,,
B2,498,ジャン・オノレ・フラゴナール,浴女たち,ルーヴル美術館,パリ / フランス,,
B2,499,ジャン・オノレ・フラゴナール,ぶらんこ,ウォーレス・コレクション,ロンドン / イギリス,,A
B2,500,ジャン・オノレ・フラゴナール,勉強（歌）,ルーヴル美術館,パリ / フランス,,
B2,501,ジャン=バティスト・シメオン・シャルダン,パイプと水差し,ルーヴル美術館,パリ / フランス,,
B2,502,ジャン=バティスト・シメオン・シャルダン,赤エイ,ルーヴル美術館,パリ / フランス,,
B2,503,ジャン=バティスト・シメオン・シャルダン,買い物帰りの召使い,ルーヴル美術館,パリ / フランス,,
B1,506,ジャン=バティスト・シメオン・シャルダン,独楽遊びをする少年,ルーヴル美術館,パリ / フランス,,
B1,507,ジャン=バティスト・グルーズ,村の花嫁,ルーヴル美術館,パリ / フランス,,
B1,508,エリザベート＝ルイーズ・ヴィジェ＝ルブラン,画家と娘,ルーヴル美術館,パリ / フランス,,
B1,510,トマス・ゲインズバラ,ポメラニアン犬の親子,テート・ブリテン,ロンドン / イギリス,,
B1,511,ウィリアム・ホガース,当世風の結婚：結婚してまだ日も浅いというのに,ナショナル・ギャラリー,ロンドン / イギリス,,
B1,512,ウィリアム・ホガース,古きイギリスのロースト・ビーフ,テート・ブリテン,ロンドン / イギリス,,
B1,513,トマス・ゲインズバラ,蝶を追う画家の娘たち,ナショナル・ギャラリー,ロンドン / イギリス,,
B1,514,トマス・ゲインズバラ,犬を抱き壺を下げる少女,アイルランド国立美術館,ダブリン / アイルランド,,
B1,515,ジョシュア・レノルズ,天使の頭部,テート・ブリテン,ロンドン / イギリス,,
B1,516,ジョシュア・レノルズ,マスター・ヘア,ルーヴル美術館,パリ / フランス,,
B1,517,ジョシュア・レノルズ,コクバーン夫人と三人の子どもたち,ナショナル・ギャラリー,ロンドン / イギリス,,
B1,518,ジョン・シングルトン・コープリー,,ナショナル・ギャラリー,ワシントン / アメリカ,,
B1,519,トマス・ローレンス,ジョン・アンガースタイン家の子どもたち,ルーヴル美術館,パリ / フランス,,
B1,520,ライト・オヴ・ダービー,空気ポンプの実験,ナショナル・ギャラリー,ロンドン / イギリス,,
B1,521,テオドール・ジェリコー,エプソムの競馬,ルーヴル美術館,パリ / フランス,,
B1,522,ジョージ・スタッブズ,馬と川のある風景,テート・ブリテン,ロンドン / イギリス,,
B1,526,ウィリアム・ブレイク,反逆天使たちを呼び覚ますサタン,ヴィクトリア・アンド・アルバート美術館,ロンドン / イギリス,,
B1,527,ウィリアム・ブレイク,ニュートン,テート・ブリテン,ロンドン / イギリス,,
B1,528,ライト・オヴ・ダービー,サンタンジェロ城の花火（ジランドーラ）,ウォーカー美術館,リヴァプール / イギリス,,
B1,529,ライト・オヴ・ダービー,,ダービー美術館,ダービー / イギリス,,
B1,530,ヨハン・ハインリヒ・フュースリ,夢魔,デトロイト美術研究所,デトロイト / アメリカ,,A
B1,531,ヨハン・ハインリヒ・フュースリ,真夏の夜の夢,チューリヒ美術館,チューリヒ / スイス,,
B1,532,カスパル・ダーヴィト・フリードリヒ,月を眺める二人の男,ドレスデン近代絵画館,ドレスデン / ドイツ,,
B1,533,カスパル・ダーヴィト・フリードリヒ,氷海：「希望」号の難破,ハンブルク美術館,ハンブルク / ドイツ,,
B1,534,カスパル・ダーヴィト・フリードリヒ,山上の十字架（テッチェン祭壇画）,ドレスデン近代絵画館,ドレスデン / ドイツ,,
B1,535,フィリップ・オットー・ルンゲ,朝,ハンブルク美術館,ハンブルク / ドイツ,,
B1,536,ウィリアム・ブレイク,ダンテとベアトリーチェ,テート・ブリテン,ロンドン / イギリス,,
B1,539,ジャック=ルイ・ダヴィッド,レカミエ夫人の肖像,ルーヴル美術館,パリ / フランス,,
B1,540,ジョゼフ=マリー・ヴィアン,アモルを売る女,フォンテーヌブロー宮殿美術館,フォンテーヌブロー / フランス,,
B1,541,ドミニック・アングル,泉,オルセー美術館,パリ / フランス,,A
B1,542,ドミニック・アングル,グランド・オダリスク,ルーヴル美術館,パリ / フランス,,A
B1,543,ドミニック・アングル,ヴァルパンソンの浴女,ルーヴル美術館,パリ / フランス,,
B1,544,ドミニック・アングル,リヴィエール嬢の肖像,ルーヴル美術館,パリ / フランス,,
B1,545,ドミニック・アングル,トルコ風呂,ルーヴル美術館,パリ / フランス,,B
B1,546,トマス・コール,建築家の夢,トリード美術館,トリード / アメリカ,,
B1,547,ユベール・ロベール,メゾン・カレ,ルーヴル美術館,パリ / フランス,,
B1,548,ユベール・ロベール,ルーヴル美術館グランド・ギャラリーの改造計画,ルーヴル美術館,パリ / フランス,,
B1,549,ジョゼフ・ヴェルネ,トゥーロン港,ルーヴル美術館,パリ / フランス,,
B1,550,ジョヴァンニ・パオロ・パンニーニ,ナヴォーナ広場,ルーヴル美術館,パリ / フランス,,
B1,551,カナレット,突堤：サン・マルコ港からの眺め,ルーヴル美術館,パリ / フランス,,
B1,552,カナレット,カナル・グランデのレガッタ,ナショナル・ギャラリー,ロンドン / イギリス,,
B1,553,カナレット,列柱廊のあるカプリッチョ,アカデミア美術館,ヴェネツィア / イタリア,,
B1,554,フランチェスコ・グァルディ,サン・マルコ広場,ナショナル・ギャラリー,ロンドン / イギリス,,
B1,566,ジャック=ルイ・ダヴィッド,ホラティウス兄弟の誓い,ルーヴル美術館,パリ / フランス,,A
B1,567,ウジェーヌ・ドラクロワ,アルジェの女たち,ルーヴル美術館,パリ / フランス,,
B1,568,ウジェーヌ・ドラクロワ,ダンテの小舟（地獄のダンテとウェルギリウス）,ルーヴル美術館,パリ / フランス,,
B1,569,ウジェーヌ・ドラクロワ,キオス島の虐殺,ルーヴル美術館,パリ / フランス,,
B1,570,ウジェーヌ・ドラクロワ,サルダナパロスの死,ルーヴル美術館,パリ / フランス,,
B1,571,ウジェーヌ・ドラクロワ,民衆を導く自由の女神,ルーヴル美術館,パリ / フランス,,S
B1,572,ジロデ=トリオゾン,アタラの埋葬,ルーヴル美術館,パリ / フランス,,
B1,555,フランソワ・ジェラール,アモルとプシュケ,ルーヴル美術館,パリ / フランス,,
B1,573,フリードリヒ・オーヴァーベック,ヴィットリア・カルドーニの肖像,ノイエ・ピナコテーク,ミュンヘン / ドイツ,,
B1,574,ヨハン・ヴィルヘルム・ティッシュバイン,カンパーニャのゲーテ,シュテーデル美術研究所,フランクフルト / ドイツ,,
B1,575,フランソワ・ルモワーヌ,ヘラクレスとオンファレ,ルーヴル美術館,パリ / フランス,,
B1,576,ジョヴァンニ・バッティスタ・ティエポロ,無原罪の御宿り,プラド美術館,マドリード / スペイン,,
B1,577,ジョヴァンニ・バッティスタ・ティエポロ,アポロとダフネ,ルーヴル美術館,パリ / フランス,,
B1,578,カスパル・ヴォルフ,悪魔の橋,アールガウアー美術館（寄託）,アーラウ / スイス,,
B1,579,マーティン・ジョンソン・ヒード,カトレアと3羽のブラジルハチドリ,ナショナル・ギャラリー,ワシントン / アメリカ,,
B1,580,カミーユ・コロー,ナルニの橋,ルーヴル美術館,パリ / フランス,,
B1,581,カミーユ・コロー,マントの橋,ルーヴル美術館,パリ / フランス,,
B1,582,カミーユ・コロー,モルトフォンテーヌの思い出,ルーヴル美術館,パリ / フランス,,
B1,583,カミーユ・コロー,ローマのサンタンジェロ城とテヴェレ川,ルーヴル美術館,パリ / フランス,,
B1,584,カミーユ・コロー,真珠の女,ルーヴル美術館,パリ / フランス,,
B1,585,テオドール・ルソー,アプレモンの樫の木,ルーヴル美術館,パリ / フランス,,
B1,586,イヴァン・アイヴァゾフスキー,第九の波濤,ロシア美術館,サンクト・ペテルブルグ / ロシア,,A
B1,587,コンスタン・トロワイヨン,耕地へ向かう牛,オルセー美術館,パリ / フランス,,
B1,588,ローザ・ボヌール,ニヴェルネ地方の耕作,オルセー美術館,パリ / フランス,,
B1,589,ギュスターヴ・クールベ,鹿の隠れ場,オルセー美術館,パリ / フランス,,
B1,590,ギュスターヴ・クールベ,エトルタの断崖、嵐の後,オルセー美術館,パリ / フランス,,
B1,591,ギュスターヴ・クールベ,眠り,プティ・パレ美術館,パリ / フランス,,B
B1,592,ギュスターヴ・クールベ,画家のアトリエ,オルセー美術館,パリ / フランス,,A
B1,593,シャルル=フランソワ・ドービニー,オワーズ川の日没,オルセー美術館,パリ / フランス,,
B1,594,ジュール・ブルトン,家路につく落ち穂拾いの女たち,オルセー美術館,パリ / フランス,,
B1,595,ジャン=フランソワ・ミレー,春,オルセー美術館,パリ / フランス,,
B1,596,ジャン=フランソワ・ミレー,落ち穂拾い,オルセー美術館,パリ / フランス,,S
B1,597,ジャン=フランソワ・ミレー,羊飼いの少女,オルセー美術館,パリ / フランス,,
B1,598,ジャン=フランソワ・ミレー,晩鐘,オルセー美術館,パリ / フランス,,S
B1,599,オノレ・ドーミエ,洗濯女,オルセー美術館,パリ / フランス,,
B1,600,オノレ・ドーミエ,自画像：イーゼルの前の画家,フィリップス・コレクション,ワシントン / アメリカ,,
B1,601,オノレ・ドーミエ,三等列車,カナダ国立美術館,オタワ / カナダ,,
B1,602,ヴィルヘルム・ライブル,教会の中の三人の女,ハンブルク美術館,ハンブルク / ドイツ,,
B1,603,アドルフ・メンツェル,アトリエの壁,ハンブルク美術館,ハンブルク / ドイツ,,
B1,604,カール・シュピッツヴェーク,蝶の捕獲,ヴィースバーデン美術館,ヴィースバーデン / ドイツ,,
B1,605,カール・シュピッツヴェーク,貧しき詩人,ノイエ・ピナコテーク,ミュンヘン / ドイツ,,
B1,606,カール・シュピッツヴェーク,男やもめ,ノイエ・ピナコテーク,ミュンヘン / ドイツ,,
B1,607,イヴァン・クラムスコイ,見知らぬ女,トレチャコフ美術館,モスクワ / ロシア,,A
B1,608,イサーク・レヴィタン,静かな修道院,トレチャコフ美術館,モスクワ / ロシア,,
B1,609,イリヤ・レーピン,ヴォルガの船曳き,ロシア美術館,サンクト・ペテルブルグ / ロシア,,A
B1,610,ジョン・シンガー・サージェント,カーネーション、リリー、リリー、ローズ,テート・ブリテン,ロンドン / イギリス,,
B1,611,ジェイムズ・アボット・マクニール・ ホイッスラー,バラ色と銀色：陶磁器の国の姫君,フリーア美術館,ワシントン / アメリカ,,
B1,612,クロード・モネ,ラ・ジャポネーズ,ボストン美術館,ボストン / アメリカ,,
B1,613,オーギュスト・ルノワール,ムーラン・ド・ラ・ギャレット,オルセー美術館,パリ / フランス,,S
B1,614,エドゥアール・マネ,ナナ,ハンブルク美術館,ハンブルク / ドイツ,,
B1,615,エドゥアール・マネ,オランピア,オルセー美術館,パリ / フランス,,S
B1,616,エドゥアール・マネ,草上の昼食,オルセー美術館,パリ / フランス,,S
B1,617,エドゥアール・マネ,笛を吹く少年,オルセー美術館,パリ / フランス,,
B1,618,エドゥアール・マネ,エミール・ゾラの肖像,オルセー美術館,パリ / フランス,,
B1,619,エドゥアール・マネ,バルコニー,オルセー美術館,パリ / フランス,,
B1,620,オーギュスト・ルノワール,読書する女,オルセー美術館,パリ / フランス,,
B1,621,オーギュスト・ルノワール,団扇をもつ少女,クラーク美術研究所,ウィリアムズタウン / アメリカ,,
B1,622,エドゥアール・マネ,フォリー=ベルジェールのバー,コートールド美術研究所,ロンドン / イギリス,,A
B1,623,オーギュスト・ルノワール,桟敷席,コートールド美術研究所,ロンドン / イギリス,,
B1,624,オーギュスト・ルノワール,アルジェリア風の衣裳を着たフルーリ嬢,クラーク美術研究所,ウィリアムズタウン / アメリカ,,
B1,625,オーギュスト・ルノワール,コンサートにて,クラーク美術研究所,ウィリアムズタウン / アメリカ,,
B1,626,オーギュスト・ルノワール,セーヌ川の舟遊び,ナショナル・ギャラリー,ロンドン / イギリス,,
B1,627,オーギュスト・ルノワール,マルゴの肖像,オルセー美術館,パリ / フランス,,
B1,628,オーギュスト・ルノワール,ぶらんこ,オルセー美術館,パリ / フランス,,
B1,629,オーギュスト・ルノワール,ブージヴァルのダンス,ボストン美術館,ボストン / アメリカ,,
B1,630,オーギュスト・ルノワール,都会のダンス,オルセー美術館,パリ / フランス,,
B1,631,オーギュスト・ルノワール,田舎のダンス,オルセー美術館,パリ / フランス,,
B1,632,オーギュスト・ルノワール,ピアノに向かう娘たち,オルセー美術館,パリ / フランス,,
B1,633,オーギュスト・ルノワール,バラを飾るガブリエル,オルセー美術館,パリ / フランス,,
B1,634,オーギュスト・ルノワール,浴女たち,オルセー美術館,パリ / フランス,,
B1,1093,クロード・モネ,印象、日の出,マルモッタン美術館,パリ / フランス,,S
B1,635,クロード・モネ,カササギ,オルセー美術館,パリ / フランス,,
B1,636,クロード・モネ,アルジャントゥイユの橋,ナショナル・ギャラリー,ワシントン / アメリカ,,
B1,637,クロード・モネ,アルジャントゥイユのヒナゲシ,オルセー美術館,パリ / フランス,,
B1,639,クロード・モネ,アルジャントゥイユのヨット・レース,オルセー美術館,パリ / フランス,,
B1,640,クロード・モネ,サン=ラザール駅,オルセー美術館,パリ / フランス,,
B1,641,クロード・モネ,ゴディベール夫人の肖像,オルセー美術館,パリ / フランス,,
B1,642,クロード・モネ,日傘の女,オルセー美術館,パリ / フランス,,A
B1,643,クロード・モネ,ルーアン大聖堂,オルセー美術館,パリ / フランス,,A
B1,644,クロード・モネ,睡蓮：バラ色のハーモニー,オルセー美術館,パリ / フランス,,A
B1,645,クロード・モネ,睡蓮：緑のハーモニー,オルセー美術館,パリ / フランス,,A
B1,646,クロード・モネ,ロンドンの国会議事堂,オルセー美術館,パリ / フランス,,
B1,685,アンリ・ヴァン・デ・ヴェルデ,窓辺の女,アントウェルペン王立美術館,アントウェルペン / ベルギー,,
B1,686,ヤン・トーロップ,海,クレラー=ミュラー美術館,オッテルロー / オランダ,,
B1,687,アンジェロ・モルベッリ,80セントのために,ボルゴーニャ美術館,ヴェルチェッリ / イタリア,,
B1,688,ジュゼッペ・ペリッツァ・ダ・ヴォルペード,円舞,ミラノ市立近代美術館,ミラノ / イタリア,,
B1,647,エドガー・ドガ,オペラ座のオーケストラ,オルセー美術館,パリ / フランス,,
B1,648,エドガー・ドガ,アイロンをかける女たち,オルセー美術館,パリ / フランス,,
B1,649,エドガー・ドガ,カフェにて,オルセー美術館,パリ / フランス,,
B1,650,エドガー・ドガ,ダンス教室,オルセー美術館,パリ / フランス,,A
B1,651,エドガー・ドガ,花束を持つ踊り子,オルセー美術館,パリ / フランス,,
B1,652,エドガー・ドガ,舞台の踊り子（エトワール）,オルセー美術館,パリ / フランス,,
B1,653,エドガー・ドガ,花束を持って挨拶する踊り子,オルセー美術館,パリ / フランス,,
B1,654,エドガー・ドガ,青い踊り子,オルセー美術館,パリ / フランス,,
B1,655,エドガー・ドガ,手袋の歌手,フォッグ美術館,ケンブリッジ / アメリカ,,
B1,656,エドガー・ドガ,浴槽,オルセー美術館,パリ / フランス,,
B1,657,カミーユ・ピサロ,赤い屋根,オルセー美術館,パリ / フランス,,
B1,658,カミーユ・ピサロ,モンマルトル大通り,エルミタージュ美術館,サンクト・ペテルブルグ / ロシア,,
B1,659,アルフレッド・シスレー,ルーヴシエンヌの雪,オルセー美術館,パリ / フランス,,
B1,660,アルフレッド・シスレー,ポール=マルリの洪水,オルセー美術館,パリ / フランス,,
B1,661,ウジェーヌ・ブーダン,トルーヴィルの海岸,オルセー美術館,パリ / フランス,,
B1,662,ヨハン・バルトルト・ヨンキント,セーヌ川とノートル=ダム,オルセー美術館,パリ / フランス,,
B1,663,ニコラエ・グリゴレスク,海辺にて,ルーマニア国立美術館,ブカレスト / ルーマニア,,
B1,680,マクシミリアン・リュス,杭打ち人夫,オルセー美術館,パリ / フランス,,
B1,681,アンリ・ル・シダネル,日の当たるテーブル,ナント美術館,ナント / フランス,,
B1,682,シャルル・アングラン,夜明けのセーヌ,プティ・パレ美術館,ジュネーヴ / スイス,,
B1,683,ジョルジュ・レメン,アイストの浜辺,オルセー美術館,パリ / フランス,,
B1,684,アンリ=エドモン・クロス,金色の島々,オルセー美術館,パリ / フランス,,
B1,664,ベルト・モリゾ,揺り籠,オルセー美術館,パリ / フランス,,B
B1,665,メアリー・カサット,庭の若い女,オルセー美術館,パリ / フランス,,
B1,666,メアリー・カサット,一杯のお茶,ボストン美術館,ボストン / アメリカ,,B
B1,667,ジェイムズ・アボット・マクニール・ ホイッスラー,白のシンフォニー,テート・ブリテン,ロンドン / イギリス,,
B1,668,ジェイムズ・アボット・マクニール・ ホイッスラー,灰色と黒のアレンジメントNo.1： 画家の母の肖像,オルセー美術館,パリ / フランス,,A
B1,669,ジェイムズ・アボット・マクニール・ ホイッスラー,青と金のノクターン： オールド・バタシー・ブリッジ,テート・ブリテン,ロンドン / イギリス,,
B1,670,アンリ・ファンタン=ラトゥール,バティニョールのアトリエ,オルセー美術館,パリ / フランス,,
B1,671,アンリ・ファンタン=ラトゥール,花と果物,オルセー美術館,パリ / フランス,,
B1,672,アンリ・ド・トゥルーズ=ロートレック,メイ・ベルフォール嬢,クリーヴランド美術館,クリーヴランド / アメリカ,,
B1,673,アンリ・ド・トゥルーズ=ロートレック,化粧する女,オルセー美術館,パリ / フランス,,
B1,674,アンリ・ド・トゥルーズ=ロートレック,ムーラン・ルージュにて,シカゴ美術研究所,シカゴ / アメリカ,,A
B1,675,マックス・リーバーマン,ミュンヘンのビア・ガーデン,ノイエ・ピナコテーク,ミュンヘン / ドイツ,,
B1,676,ジョルジュ・スーラ,サーカス,オルセー美術館,パリ / フランス,,
B1,677,ジョルジュ・スーラ,アニエールの水浴,ナショナル・ギャラリー,ロンドン / イギリス,,
B1,678,ジョルジュ・スーラ,グランド・ジャット島の日曜日の午後,シカゴ美術研究所,シカゴ / アメリカ,,S
B1,679,ポール・シニャック,マルセイユ港の入ロ,オルセー美術館,パリ / フランス,,
B1,704,フィンセント・ファン・ゴッホ,麦藁帽子の自画像,デトロイト美術研究所,デトロイト / アメリカ,,
B1,705,フィンセント・ファン・ゴッホ,自画像,オルセー美術館,パリ / フランス,,
B1,707,フィンセント・ファン・ゴッホ,アルルのゴッホの部屋,オルセー美術館,パリ / フランス,,A
B1,708,フィンセント・ファン・ゴッホ,ローヌ川の星月夜,オルセー美術館（寄託）,パリ / フランス,,A
B1,709,フィンセント・ファン・ゴッホ,種まく人,クレラー=ミュラー美術館,オッテルロー / オランダ,,
B1,710,フィンセント・ファン・ゴッホ,ガシェ博士の肖像,オルセー美術館,パリ / フランス,,
B1,711,フィンセント・ファン・ゴッホ,オーヴェールの教会,オルセー美術館,パリ / フランス,,
B1,712,ピエール・ボナール,クロッケーの試合,オルセー美術館,パリ / フランス,,
B1,713,ピエール・ボナール,浴槽の裸婦,プティ・パレ美術館,パリ / フランス,,
B1,714,エドゥアール・ヴュイヤール,公園,オルセー美術館,パリ / フランス,,
B1,715,エドゥアール・ヴュイヤール,寝台にて,オルセー美術館,パリ / フランス,,
B1,721,ラファエル・コラン,フロレアル,アラス美術館,アラス / フランス,,
B1,722,エミール=オーギュスト・ カロリュス=デュラン,手袋の婦人,オルセー美術館,パリ / フランス,,
B1,723,マリー・バシュキルツェフ,出会い,オルセー美術館,パリ / フランス,,
B1,716,モーリス・ドニ,ミューズたち,オルセー美術館,パリ / フランス,,
B1,717,モーリス・ドニ,窓辺の母子,オルセー美術館,パリ / フランス,,
B1,718,シャルル・モーラン,母性,クロザティエ美術館,ル・ピュイ=アン=ヴレー / フランス,,
B1,719,フェリックス・ヴァロットン,ボール,オルセー美術館,パリ / フランス,,
B1,720,ポール・ランソン,,個人蔵,ニューヨーク / アメリカ,,
B1,745,アンリ・ルソー,異国風景,ノートン・サイモン美術館,パサディナ / アメリカ,,
B1,746,アンリ・ルソー,蛇使い,オルセー美術館,パリ / フランス,,
B1,747,アンリ・ルソー,戦争,オルセー美術館,パリ / フランス,,
B1,748,アンリ・ルソー,子どもと人形,ヴィンタートゥール美術館,ヴィンタートゥール / スイス,,
B1,749,アンリ・ルソー,田舎の結婚式,オランジュリー美術館,パリ / フランス,,
B1,750,ジョン・エヴァレット・ミレイ,オフィーリア,テート・ブリテン,ロンドン / イギリス,,A
B1,751,ジョン・エヴァレット・ミレイ,盲目の少女,バーミンガム市立美術館,バーミンガム / イギリス,,
B1,752,ダンテ・ゲイブリエル・ロセッティ,ベアタ・ベアトリクス,テート・ブリテン,ロンドン / イギリス,,
B1,753,ダンテ・ゲイブリエル・ロセッティ,モンナ・ヴァンナ,テート・ブリテン,ロンドン / イギリス,,
B1,762,エドワード・バーン=ジョーンズ,天地創造の5日目/6日目,フォッグ美術館,ケンブリッジ / アメリカ,,
B1,754,ジョン・ブレット,石割り,ウォーカー美術館,リヴァプール / イギリス,,
B1,757,ウィリアム・ホルマン・ハント,雇われの羊飼い,マンチェスター市立美術館,マンチェスター / イギリス,,
B1,758,ウィリアム・ホルマン・ハント,世の光,キーブル・カレッジ,オックスフォード / イギリス,,
B1,759,ウィリアム・ホルマン・ハント,われらがイギリスの海辺,テート・ブリテン,ロンドン / イギリス,,
B1,760,フォード・マドックス・ブラウン,メエメエ子羊,バーミンガム市立美術館,バーミンガム / イギリス,,
B1,761,フォード・マドックス・ブラウン,さらばイギリス,バーミンガム市立美術館,バーミンガム / イギリス,,
B1,763,フォード・マドックス・ブラウン,労働,マンチェスター市立美術館,マンチェスター / イギリス,,
B1,764,ギュスターヴ・モロー,一角獣,モロー美術館,パリ / フランス,,
B1,765,ギュスターヴ・モロー,岩の上のサッフォー,ヴィクトリア・アンド・アルバート美術館,ロンドン / イギリス,,
B1,766,ギュスターヴ・モロー,クレオパトラ,ルーヴル美術館,パリ / フランス,,
B1,767,ギュスターヴ・モロー,オルフェウス,オルセー美術館,パリ / フランス,,B
B1,768,ギュスターヴ・モロー,神秘の花,モロー美術館,パリ / フランス,,
B1,739,ウィリアム・モー・エグリー,ロンドンの乗合バス,テート・ブリテン,ロンドン / イギリス,,
B1,740,オーガスタス・レオポルド・エッグ,旅の道連れ,バーミンガム市立美術館,バーミンガム / イギリス,,
B1,741,デイヴィッド・ロバーツ,エジプトからのユダヤ人の脱出,バーミンガム市立美術館,バーミンガム / イギリス,,
B1,742,チャールズ・エドワード・ペルジーニ,心は変わらず,ウォーカー美術館,リヴァプール / イギリス,,
B1,743,サミュエル・ルーク・ファイルズ,救貧院に収容されるのを待つ人々,ロンドン大学ロイヤル・ハロウェイ・アンド・ベッドフォード・ ニュー・カレッジ,エガム / イギリス,,
B1,744,ヒュー・ゴールドウィン・リヴィエール,エデンの園,ギルドホール・アート・ギャラリー,ロンドン / イギリス,,
B1,755,エドワード・バーン=ジョーンズ,コフェトゥア王と物乞いの少女,テート・ブリテン,ロンドン / イギリス,,
B1,756,エドワード・バーン=ジョーンズ,黄金の階段,テート・ブリテン,ロンドン / イギリス,,
B1,769,グスタフ・クリムト,接吻,ベルヴェデーレ宮殿,ウィーン / オーストリア,,S
B1,770,グスタフ・クリムト,アデーレ・ブロッホ=バウアーの肖像 Ⅰ,ノイエ・ギャラリー,ニューヨーク / アメリカ,,A
B1,771,エゴン・シーレ,死と乙女,ベルヴェデーレ宮殿,ウィーン / オーストリア,,B
B1,772,エゴン・シーレ,四本の樹,ベルヴェデーレ宮殿,ウィーン / オーストリア,,
B1,773,エゴン・シーレ,家族,ベルヴェデーレ宮殿,ウィーン / オーストリア,,
B1,735,ジョヴァンニ・バッティスタ・ピアッツェッタ,聖母被昇天,ルーヴル美術館,パリ / フランス,,
B1,736,ジャック=ルイ・ダヴィッド,皇帝ナポレオン1世と皇后ジョゼフィーヌの戴冠,ルーヴル美術館,パリ / フランス,,S
B1,737,テオドール・ジェリコー,メデューズ号の筏,ルーヴル美術館,パリ / フランス,,
B1,689,ポール・セザンヌ,首吊りの家,オルセー美術館,パリ / フランス,,
B1,690,ポール・セザンヌ,モデルヌ・オランピア,オルセー美術館,パリ / フランス,,
B1,691,ポール・セザンヌ,自画像,フィリップス・コレクション,ワシントン / アメリカ,,
B1,692,オーギュスト・ルノワール,ヴィクトール・ショケの肖像,フォッグ美術館,ケンブリッジ / アメリカ,,
B1,693,ポール・セザンヌ,松の木のあるサント=ヴィクトワール山,コートールド美術研究所,ロンドン / イギリス,,
B1,694,ポール・セザンヌ,三人の浴女たち,プティ・パレ美術館,パリ / フランス,,
B1,695,ポール・セザンヌ,リンゴとオレンジ,オルセー美術館,パリ / フランス,,B
B1,697,ポール・ゴーギャン,光輪のある自画像,ナショナル・ギャラリー,ワシントン / アメリカ,,
B1,698,ポール・ゴーギャン,自画像（レ・ミゼラブル）,ゴッホ美術館,アムステルダム / オランダ,,
B1,699,ポール・ゴーギャン,美しきアンジェール,オルセー美術館,パリ / フランス,,
B1,700,ポール・ゴーギャン,説教の後の幻影,スコットランド国立美術館,エディンバラ / イギリス,,
B1,701,ポール・ゴーギャン,黄色いキリスト,オールブライト=ノックス美術館,バッファロー / アメリカ,,B
B1,702,ポール・ゴーギャン,イア・オラナ・マリア（マリアを拝む）,メトロポリタン美術館,ニューヨーク / アメリカ,,
B1,703,ポール・ゴーギャン,ヴァイルマティ,オルセー美術館,パリ / フランス,,
B1,724,ジェイムズ・ティソ,東方三博士の旅,ミネアポリス美術研究所,ミネアポリス / アメリカ,,
B1,725,ジェイムズ・ティソ,休日,テート・ブリテン,ロンドン / イギリス,,
B1,726,ジェイムズ・ティソ,舞踏会,オルセー美術館,パリ / フランス,,
B1,727,ローレンス・アルマ=タデマ,お気に入りの習慣,テート・ブリテン,ロンドン / イギリス,,
B1,728,ローレンス・アルマ=タデマ,銀色のお気に入り,マンチェスター市立美術館,マンチェスター / イギリス,,
B1,729,ジャン・ベロー,マグダラのマリア,オルセー美術館,パリ / フランス,,
B1,730,ジョン・フレデリック・ルイス,シエスタ,テート・ブリテン,ロンドン / イギリス,,
B1,731,ジャン=レオン・ジェローム,裁きを受けるフリュネ,ハンブルク美術館,ハンブルク / ドイツ,,
B1,732,ソロモン・ジョセフ・ソロモン,サムソンとデリラ,ウォーカー美術館,リヴァプール / イギリス,,
B1,733,レオン・ベリー,メッカヘの巡礼,オルセー美術館,パリ / フランス,,
B1,734,アレクサンドル・カバネル,ヴィーナスの誕生,オルセー美術館,パリ / フランス,,
B1,738,ウィリアム・ブーグロー,ヴィーナスの誕生,オルセー美術館,パリ / フランス,,
B1,774,ピエール・ピュヴィス・ド・シャヴァンヌ,貧しき漁師,オルセー美術館,パリ / フランス,,
B1,775,フェルディナント・ホドラー,夜,ベルン美術館,ベルン / スイス,,
